aid,firstname,lastname,gender,birthdate,deathdate,birthplace,deathplace,nationality,eid,title,venue,startdate,type,paintings,country,city,latitude,longitude,age_at_exhibition,status_at_exhibition
4974,Abram,Kozlov,Male,1880,1933,Korsun',Paris,Ukraine,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,4,UA,Odessa,46.5,30.7667,29,Alive
4974,Abram,Kozlov,Male,1880,1933,Korsun',Paris,Ukraine,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,4,UA,Odessa,46.5,30.7667,30,Alive
4974,Abram,Kozlov,Male,1880,1933,Korsun',Paris,Ukraine,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,4,RU,Saint Petersburg,59.8833,30.25,29,Alive
4976,Géza,Wágner,Male,1879,1939,Hnilec,Székesfehérvár,Hungary,198,"Akvarellek, pasztellek és grafikai művek nemzetközi kiállitása",Műcsarnok,1909,group,9,HU,Budapest,47.5,19.05,30,Alive
4976,Géza,Wágner,Male,1879,1939,Hnilec,Székesfehérvár,Hungary,193,Téli nemzetközi kiállítás,Műcsarnok,1908,group,5,HU,Budapest,47.5,19.05,29,Alive
4976,Géza,Wágner,Male,1879,1939,Hnilec,Székesfehérvár,Hungary,193,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1908,group,5,HU,Budapest,47.5,19.05,29,Alive
4976,Géza,Wágner,Male,1879,1939,Hnilec,Székesfehérvár,Hungary,198,"Akvarellek, pasztellek és grafikai művek nemzetközi kiállitása",Országos Magyar Képzőművészeti Társulat,1909,group,9,HU,Budapest,47.5,19.05,30,Alive
4981,Andor,Székely,Male,1877,1945,Levoča,Paris,Hungary,30,Salon d'Automne. 3e Exposition,Grand Palais des Champs Elysées,1905,group,1,FR,Paris,48.866667,2.333333,28,Alive
4981,Andor,Székely,Male,1877,1945,Levoča,Paris,Hungary,30,Salon d'Automne. 3e Exposition,Société du Salon d'Automne,1905,group,1,FR,Paris,48.866667,2.333333,28,Alive
4982,Peter Július,Kern,Male,1881,1963,Liptovský Mikuláš,Liptovský Mikuláš,Slovakia,193,Téli nemzetközi kiállítás,Műcsarnok,1908,group,1,HU,Budapest,47.5,19.05,27,Alive
4982,Peter Július,Kern,Male,1881,1963,Liptovský Mikuláš,Liptovský Mikuláš,Slovakia,193,Téli nemzetközi kiállítás,Országos Magyar Képzőművészeti Társulat,1908,group,1,HU,Budapest,47.5,19.05,27,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,1,UA,Odessa,46.5,30.7667,26,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,1,UA,Odessa,46.5,30.7667,25,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,1,UA,Odessa,46.5,30.7667,26,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,1479,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,1,RU,Saint Petersburg,59.8833,30.25,26,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,1,RU,Saint Petersburg,59.8833,30.25,25,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,1,RU,Saint Petersburg,59.8833,30.25,26,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,1,RU,Saint Petersburg,59.8833,30.25,26,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,1,UA,Kiev,50.4333,30.5167,26,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,1,UA,Kiev,50.4333,30.5167,25,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,1,UA,Kiev,50.4333,30.5167,26,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,1,LV,Riga,56.95,24.1,25,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,1,LV,Riga,56.95,24.1,26,Alive
4990,Isaak,Malik,Male,1884,1975,Odessa,Malakhovka,Russia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,1,LV,Riga,56.95,24.1,26,Alive
4993,André,Rouveyre,Male,1879,1962,Paris,Barbizon,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,10,UA,Kiev,50.4333,30.5167,30,Alive
4993,André,Rouveyre,Male,1879,1962,Paris,Barbizon,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,10,LV,Riga,56.95,24.1,30,Alive
4993,André,Rouveyre,Male,1879,1962,Paris,Barbizon,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,10,UA,Odessa,46.5,30.7667,30,Alive
4993,André,Rouveyre,Male,1879,1962,Paris,Barbizon,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,10,RU,Saint Petersburg,59.8833,30.25,30,Alive
4998,Vasily,Silvestrov,Male,1888,1937,Zhikharevka,Vinnitsa,Ukraine,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,4,UA,Odessa,46.5,30.7667,22,Alive
4998,Vasily,Silvestrov,Male,1888,1937,Zhikharevka,Vinnitsa,Ukraine,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,4,UA,Odessa,46.5,30.7667,22,Alive
4998,Vasily,Silvestrov,Male,1888,1937,Zhikharevka,Vinnitsa,Ukraine,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,4,RU,Saint Petersburg,59.8833,30.25,22,Alive
4998,Vasily,Silvestrov,Male,1888,1937,Zhikharevka,Vinnitsa,Ukraine,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,4,RU,Saint Petersburg,59.8833,30.25,22,Alive
4998,Vasily,Silvestrov,Male,1888,1937,Zhikharevka,Vinnitsa,Ukraine,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,4,UA,Kiev,50.4333,30.5167,22,Alive
4998,Vasily,Silvestrov,Male,1888,1937,Zhikharevka,Vinnitsa,Ukraine,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,4,UA,Kiev,50.4333,30.5167,22,Alive
4998,Vasily,Silvestrov,Male,1888,1937,Zhikharevka,Vinnitsa,Ukraine,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,4,LV,Riga,56.95,24.1,22,Alive
4998,Vasily,Silvestrov,Male,1888,1937,Zhikharevka,Vinnitsa,Ukraine,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,4,LV,Riga,56.95,24.1,22,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,2,LV,Riga,56.95,24.1,30,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,2,UA,Odessa,46.5,30.7667,30,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,2,UA,Odessa,46.5,30.7667,29,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,2,UA,Odessa,46.5,30.7667,30,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,1479,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,2,RU,Saint Petersburg,59.8833,30.25,30,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,2,RU,Saint Petersburg,59.8833,30.25,29,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,2,RU,Saint Petersburg,59.8833,30.25,30,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,2,RU,Saint Petersburg,59.8833,30.25,30,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,757,"Салон. Интернациональная выставка картин, скульптуры, гравюры и графики",Vladimir Izdebsky,1910,group,2,UA,Kiev,50.4333,30.5167,30,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,2,UA,Kiev,50.4333,30.5167,29,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,2,UA,Kiev,50.4333,30.5167,30,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,2,LV,Riga,56.95,24.1,29,Alive
5002,Yanis,Tilberg,Male,1880,1972,Riga,Riga,Latvia,747,"Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1910,group,2,LV,Riga,56.95,24.1,30,Alive
5005,Franziska,Esser-Reynier,Female,1876,1913,Prague,Vienna,Austria,48,XXVI. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien,Vereinigung bildender Künstler Österreichs Secession,1906,group,1,AT,Vienna,48.2167,16.3667,30,Alive
5005,Franziska,Esser-Reynier,Female,1876,1913,Prague,Vienna,Austria,14,XXIII. Ausstellung der Vereinigung Bildend. Künstler Österreichs Secession,Vereinigung bildender Künstler Österreichs Secession,1905,group,1,AT,Vienna,48.2167,16.3667,29,Alive
5005,Franziska,Esser-Reynier,Female,1876,1913,Prague,Vienna,Austria,1034,"Frühjahr-Ausstellung des Vereins bildender Künstler Münchens ""Sezession""","Verein bildender Künstler Münchens ""Secession""",1906,group,1,DE,Munich,48.15,11.583333,30,Alive
5005,Franziska,Esser-Reynier,Female,1876,1913,Prague,Vienna,Austria,1034,"Frühjahr-Ausstellung des Vereins bildender Künstler Münchens ""Sezession""",Königliches Kunstausstellungsgebäude am Königsplatz,1906,group,1,DE,Munich,48.15,11.583333,30,Alive
5005,Franziska,Esser-Reynier,Female,1876,1913,Prague,Vienna,Austria,48,XXVI. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien,Gebäude der Secession,1906,group,1,AT,Vienna,48.2167,16.3667,30,Alive
5005,Franziska,Esser-Reynier,Female,1876,1913,Prague,Vienna,Austria,14,XXIII. Ausstellung der Vereinigung Bildend. Künstler Österreichs Secession,Gebäude der Secession,1905,group,1,AT,Vienna,48.2167,16.3667,29,Alive
5011,Ludwig,Misky,Male,1884,1938,Nowy Sącz,Cracow,Poland,48,XXVI. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien,Vereinigung bildender Künstler Österreichs Secession,1906,group,2,AT,Vienna,48.2167,16.3667,22,Alive
5011,Ludwig,Misky,Male,1884,1938,Nowy Sącz,Cracow,Poland,14,XXIII. Ausstellung der Vereinigung Bildend. Künstler Österreichs Secession,Vereinigung bildender Künstler Österreichs Secession,1905,group,1,AT,Vienna,48.2167,16.3667,21,Alive
5011,Ludwig,Misky,Male,1884,1938,Nowy Sącz,Cracow,Poland,48,XXVI. Ausstellung der Vereinigung Bildender Künstler Österreichs Secession Wien,Gebäude der Secession,1906,group,2,AT,Vienna,48.2167,16.3667,22,Alive
5011,Ludwig,Misky,Male,1884,1938,Nowy Sącz,Cracow,Poland,14,XXIII. Ausstellung der Vereinigung Bildend. Künstler Österreichs Secession,Gebäude der Secession,1905,group,1,AT,Vienna,48.2167,16.3667,21,Alive
5024,Vadim,Falileev,Male,1879,1950,"Mais, Penza Oblast",Rome,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,2,UA,Odessa,46.5,30.7667,30,Alive
5024,Vadim,Falileev,Male,1879,1950,"Mais, Penza Oblast",Rome,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,2,RU,Saint Petersburg,59.8833,30.25,30,Alive
5024,Vadim,Falileev,Male,1879,1950,"Mais, Penza Oblast",Rome,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,2,UA,Kiev,50.4333,30.5167,30,Alive
5024,Vadim,Falileev,Male,1879,1950,"Mais, Penza Oblast",Rome,Russia,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,2,LV,Riga,56.95,24.1,30,Alive
5025,Irène,Reno,Female,1884,1953,Warsaw,Paris,France,794,Société Normande de Peinture Moderne,Grand Skating Rouennais,1912,group,6,FR,Rouen,49.433333,1.083333,28,Alive
5025,Irène,Reno,Female,1884,1953,Warsaw,Paris,France,758,"Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков",Vladimir Izdebsky,1909,group,4,RU,Saint Petersburg,59.8833,30.25,25,Alive
